Latitude,Longitude,Date,Town,Oblast,Country,Incident_type,Incident_sub_type,Source_1
48.1031637,38.5920837,2022-04-09,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/voices-of-sieged-mariupol-its-not-even-comparable-to-hell
48.738967,37.58435,2022-04-08,Kramatorsk,Donetsk Oblast,UA,missile,,https://kyivindependent.com/national/at-least-39-killed-by-russian-strike-on-train-station-with-evacuating-civilians
47.097133,37.543367,2022-04-11,Mariupol,Donetsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/defenders-of-besieged-mariupol-plead-for-help-criticize-commandment
50.579141,30.2150743,2022-04-15,Hostomel',Kyiv Oblast,UA,land,direct_fire_score,https://kyivindependent.com/national/chief-pilot-of-destroyed-an-225-we-must-complete-the-second-mriya
50.4501,30.5234,2022-04-13,Kyiv,Kyiv City,UA,security,arrest_score,https://kyivindependent.com/national/explainer-who-is-viktor-medvedchuk-why-his-arrest-big-deal
49.0161213,38.3751404,2022-04-14,Rubizhne,Luhansk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/50-days-of-russias-war-in-photos
50.553333,30.213517,2022-04-22,Bucha,Kyiv Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/uncovering-the-scope-of-the-bucha-massacre
46.482526,30.7233095,2022-04-23,Odesa,Odessa Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/zelensky-gives-presser-in-kyiv-subway-doesnt-hold-back-on-russian-bastards
49.9935,36.230383,2022-04-24,Kharkiv,Kharkiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/kharkiv-residents-under-fire-i-hear-some-shelling-every-hour
50.4501,30.5234,2022-04-25,Kyiv,Kyiv City,UA,security,arrest_score,https://kyivindependent.com/national/ukrainian-law-enforcers-search-for-collaborators-who-helped-russians
50.553333,30.213517,2022-04-29,Bucha,Kyiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/wheelchair-bound-bucha-resident-on-surviving-russian-occupation-i-hope-no-one-will-have-to-live-through-this
48.1031637,38.5920837,2022-05-02,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/families-mourn-fallen-defenders-of-ukraine
47.8388,35.139567,2022-04-30,Zaporizhzhia,Zaporizhia Oblast,UA,security,arrest_score,https://kyivindependent.com/national/zaporizhzhia-fights-as-russians-intensify-offensive-in-region
48.1132559,32.7658684,2022-05-03,Dolyns'ka,Kirovohrad Oblast,UA,missile,,https://kyivindependent.com/national/russian-missiles-rain-down-all-over-ukraine-fired-mostly-from-caspian-sea
47.8388,35.139567,2022-05-07,Zaporizhzhia,Zaporizhia Oblast,UA,security,arrest_score,https://kyivindependent.com/national/russias-offensive-in-donbas-bogs-down
48.1031637,38.5920837,2022-05-09,NA,Donbas,UA,security,arrest_score,https://kyivindependent.com/national/transnistria-becomes-potential-hotspot-in-russias-war
48.1031637,38.5920837,2022-05-09,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/with-mined-beaches-extended-curfew-ukraines-main-tourist-hub-odesa-is-ready-to-fight
49.2121445,37.2665006,2022-05-13,Izyum,Kharkiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/ukrainian-forces-hold-off-russians-in-donetsk-oblast
48.1031637,38.5920837,2022-05-14,NA,Donbas,UA,targeted,abduction_score,https://kyivindependent.com/national/azovstal-garrison-well-keep-fighting-as-long-as-were-alive
48.6619761,37.5064317,2022-05-14,Malotaranivka,Donetsk Oblast,UA,air,fixed_wing_score,https://kyivindependent.com/national/people-of-kramatorsk-endure-war-by-living-and-helping
50.3810084,29.932468,2022-05-19,Motyzhyn,Kyiv Oblast,UA,targeted,murder_score,https://kyivindependent.com/national/daughter-mourns-her-loved-ones-killed-in-kyiv-oblast-humans-cant-do-what-they-did-to-my-family
